Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Soil Type,Period of Month,Crop
73.03,27.78,75.74,6.88,84.41,32.22,Sandy,Kharif,Wool
85.52,15.91,65.39,5.83,71.52,31.61,Clayey,Zaid,Wool
37.92,40.55,34.8,6.72,75.62,26.33,Silty,Zaid,Wool
73.34,9.84,68.14,5.72,78.76,24.17,Clayey,Zaid,Wool
81.38,16.04,10.93,6.72,71.98,33.5,Clayey,Zaid,Wool
79.12,11.82,36.14,7.07,50.49,22.98,Clayey,Rabi,Wool
76.61,19.7,23.14,5.69,60.38,23.12,Loamy,Zaid,Wool
95.43,15.54,62.75,6.45,82.17,23.5,Sandy,Rabi,Wool
82.76,13.16,52.04,7.14,52.48,26.1,Clayey,Rabi,Wool
19.08,8.67,61.11,6.74,72.68,23.85,Silty,Rabi,Wool
75.72,32.59,67.77,6.94,86.23,21.87,Loamy,Kharif,Wool
28.55,49.19,47.81,7.5,59.47,22.24,Loamy,Kharif,Wool
74.39,39.7,34.26,5.92,69.68,21.42,Clayey,Kharif,Wool
88.31,27.8,35.46,5.72,82.07,32.18,Clayey,Kharif,Wool
26.71,46.95,10.8,5.78,72.69,21.12,Loamy,Kharif,Wool
35.0,27.86,61.25,6.08,77.15,28.87,Silty,Zaid,Wool
15.84,32.37,16.23,6.2,64.63,16.32,Clayey,Kharif,Wool
94.86,26.01,23.06,5.56,57.84,17.86,Loamy,Zaid,Wool
80.82,39.99,79.42,5.92,51.64,32.86,Loamy,Kharif,Wool
81.29,8.55,41.55,6.28,66.55,21.66,Clayey,Kharif,Wool
55.95,7.51,56.23,6.31,66.6,22.6,Loamy,Zaid,Wool
50.58,32.3,43.51,6.25,63.62,16.21,Silty,Kharif,Wool
45.57,37.65,60.43,6.87,60.87,33.45,Silty,Kharif,Wool
11.97,36.62,38.18,6.26,63.36,33.41,Silty,Rabi,Wool
37.0,23.82,77.76,6.18,52.76,18.1,Clayey,Zaid,Wool
17.15,33.18,23.65,5.74,68.3,15.63,Loamy,Rabi,Wool
22.02,23.89,11.28,6.72,89.26,19.5,Clayey,Kharif,Orange Juice
23.39,16.81,77.62,6.53,89.12,16.89,Clayey,Zaid,Orange Juice
47.71,5.09,25.94,7.05,55.34,18.05,Loamy,Kharif,Orange Juice
14.81,27.02,78.24,6.93,72.92,20.33,Silty,Zaid,Orange Juice
40.09,37.18,46.96,6.81,52.44,26.21,Clayey,Zaid,Orange Juice
59.5,23.48,68.43,6.65,82.75,26.49,Silty,Zaid,Orange Juice
25.58,5.08,65.09,6.89,87.89,25.83,Silty,Kharif,Orange Juice
83.0,19.44,14.79,5.54,64.89,33.92,Silty,Zaid,Orange Juice
46.09,35.8,65.9,5.7,68.99,21.26,Loamy,Zaid,Orange Juice
73.93,41.99,10.37,6.5,70.46,30.81,Loamy,Kharif,Orange Juice
27.27,37.67,50.03,5.57,73.87,18.2,Clayey,Rabi,Orange Juice
41.9,20.66,35.8,6.5,74.54,25.93,Silty,Kharif,Orange Juice
92.73,40.03,13.57,5.99,71.59,32.09,Loamy,Zaid,Orange Juice
58.92,43.01,60.01,6.45,69.59,33.91,Silty,Zaid,Orange Juice
78.35,40.88,79.59,6.43,63.61,34.78,Loamy,Zaid,Orange Juice
16.5,7.57,72.42,7.2,60.96,33.36,Loamy,Zaid,Orange Juice
29.82,27.95,68.79,6.86,77.77,18.34,Loamy,Kharif,Orange Juice
49.84,33.26,32.89,5.86,73.48,17.13,Clayey,Zaid,Orange Juice
56.49,19.45,26.44,5.63,66.45,16.03,Silty,Zaid,Orange Juice
33.28,47.66,67.98,6.0,80.52,23.3,Silty,Rabi,Orange Juice
52.39,37.24,39.82,7.25,62.25,27.59,Clayey,Kharif,Orange Juice
11.54,5.04,58.77,6.6,67.05,23.84,Loamy,Kharif,Orange Juice
45.63,32.46,12.32,6.62,82.25,19.17,Loamy,Zaid,Orange Juice
41.9,27.47,35.66,6.94,82.7,32.29,Sandy,Kharif,Orange Juice
13.19,18.52,67.55,6.55,59.52,17.81,Silty,Zaid,Orange Juice
75.19,28.81,33.55,6.06,69.42,22.44,Clayey,Kharif,Orange Juice
43.7,14.88,62.32,6.43,79.52,19.23,Silty,Kharif,Orange Juice
80.0,25.7,51.44,7.24,55.47,18.31,Sandy,Rabi,Orange Juice
95.97,26.09,65.45,5.54,53.14,17.52,Silty,Zaid,Orange Juice
61.89,6.98,69.12,5.78,59.66,23.45,Silty,Rabi,Orange Juice
20.89,18.08,70.49,7.42,73.14,22.03,Sandy,Rabi,Peanuts
81.18,10.75,56.67,5.54,58.94,33.51,Clayey,Rabi,Peanuts
74.38,44.53,24.54,6.5,75.07,20.29,Clayey,Zaid,Peanuts
12.78,30.65,71.29,6.43,70.07,23.62,Silty,Zaid,Peanuts
77.05,20.9,38.52,7.36,58.59,16.7,Sandy,Rabi,Peanuts
92.0,43.19,40.03,7.25,79.14,24.45,Sandy,Rabi,Peanuts
20.16,26.01,78.19,6.03,64.28,27.64,Loamy,Zaid,Peanuts
38.47,48.32,11.71,6.55,82.25,19.09,Loamy,Zaid,Peanuts
99.43,23.14,58.87,5.8,88.55,22.83,Silty,Kharif,Peanuts
74.49,42.41,68.05,6.44,67.53,31.25,Clayey,Zaid,Peanuts
41.7,32.55,46.94,5.83,72.21,16.92,Sandy,Rabi,Peanuts
86.33,19.9,52.48,6.26,81.09,32.41,Silty,Kharif,Peanuts
68.24,30.78,41.89,6.21,66.16,19.4,Sandy,Rabi,Peanuts
78.19,36.61,76.06,5.87,65.55,25.39,Clayey,Zaid,Peanuts
56.62,42.93,40.23,5.98,85.38,34.83,Sandy,Zaid,Peanuts
79.94,39.52,50.0,5.61,59.51,34.32,Clayey,Zaid,Peanuts
28.86,45.4,10.55,7.2,62.73,30.24,Loamy,Kharif,Peanuts
43.11,46.57,52.1,6.82,52.28,21.17,Loamy,Zaid,Peanuts
29.66,29.85,58.87,7.47,64.24,29.81,Clayey,Zaid,Peanuts
82.87,15.8,47.04,6.05,83.8,33.47,Sandy,Rabi,Peanuts
49.32,48.89,29.96,6.04,77.58,23.13,Silty,Rabi,Peanuts
53.56,38.55,60.27,6.04,75.16,33.01,Silty,Zaid,Peanuts
96.07,30.98,50.01,6.16,73.56,31.15,Loamy,Kharif,Peanuts
25.19,16.59,58.38,5.96,51.73,34.34,Sandy,Kharif,Peanuts
59.14,11.88,16.69,7.03,67.48,28.79,Loamy,Zaid,Peanuts
65.93,40.17,41.0,6.29,56.96,32.4,Sandy,Kharif,Peanuts
14.63,26.47,18.65,5.93,88.23,26.12,Clayey,Zaid,Peanuts
70.08,16.91,74.19,7.27,80.89,25.37,Silty,Kharif,Peanuts
37.63,29.36,20.34,7.43,78.36,31.55,Sandy,Zaid,Peanuts
94.17,23.03,22.89,6.51,78.99,33.67,Loamy,Kharif,Peanuts
18.10882586978347,11.616315068672803,30.365334968337173,7.156871630125285,57.161620910838295,17.40390740141079,Clayey,Rabi,Rice
86.11397559771036,44.34348789405157,21.174085944055992,6.786633994724131,68.03493964758087,28.38418943853087,Silty,Kharif,Rice
97.06064064121051,17.861659552403257,55.67126116588651,7.069142299403735,55.952092098014695,22.43535705568594,Clayey,Zaid,Rice
75.84247105722007,16.3059381835213,64.91283386293517,6.560172637624991,51.04453914868598,27.274144245904576,Loamy,Zaid,Rice
86.84376757432038,38.29450612704664,46.397485378818565,5.884056612991751,57.157623050498884,16.437553313868104,Loamy,Zaid,Rice
55.98906312302576,12.720023408968615,45.53463085726043,6.794739935747268,59.865013638561855,24.587588193140455,Clayey,Kharif,Rice
96.2089892291705,38.39128159982122,66.74493457169275,5.762537975369967,79.34123884856342,26.25701702069967,Loamy,Kharif,Rice
24.865739467846783,27.883703939669715,31.083372568343457,6.243125152619832,86.80666028491498,29.243586033837836,Clayey,Zaid,Rice
9.81843019879205,23.41123954723034,70.67287320831755,6.195222933311576,52.5735548398501,23.533686082536843,Loamy,Zaid,Rice
86.75903366427164,44.955925420559204,20.744322579599356,7.218611124455025,67.17248338486765,28.39635554917314,Silty,Kharif,Rice
98.44907989138704,18.00468386626179,11.14020756960438,6.306462616875609,50.97156716253019,29.34162267444842,Silty,Kharif,Rice
59.309409040115746,9.054282623402225,53.30847166874391,5.358766151274434,67.65730849069566,25.747499728137747,Loamy,Rabi,Rice
86.39733086498285,44.39309348759643,21.015477278411243,7.083457092355168,67.06064499672564,28.06733601307528,Silty,Kharif,Rice
59.6891755804545,9.636272156608735,52.454162230126315,7.023227061083336,67.85736565561938,26.867978586116962,Loamy,Rabi,Rice
95.85871119193943,37.60748970439141,67.98586731146823,6.731341010295276,79.40076613959431,25.498154373725185,Loamy,Kharif,Rice
72.18597611904195,8.04940098723769,41.25681173498312,6.737659201400251,82.22953009908879,16.983366843573855,Silty,Kharif,Rice
96.51689832398179,32.006030704506216,26.469357813139702,7.1521969263056935,71.65415333115226,18.109812727010663,Loamy,Zaid,Rice
26.783022440090125,28.12194775741201,32.21232847994103,6.693158673174602,86.42439390097489,28.977474428216567,Clayey,Zaid,Rice
36.732787158258816,38.37972762166178,70.49789241483354,6.08848247388055,81.7908758584085,32.008819078645395,Loamy,Rabi,Rice
45.736992778446655,11.498692238371227,67.99794485442591,7.937000625681537,85.53333375026057,24.892100597657624,Clayey,Rabi,Rice
96.04720795596316,37.84771534542176,67.72161729591403,5.546308887026446,80.61789094425684,25.390025769340536,Loamy,Kharif,Rice
96.40979423249368,35.32166655552436,55.49998161032397,5.752574274085405,86.96396442545826,23.630814769989495,Loamy,Kharif,Rice
87.40555818255667,38.46786102279258,46.37583716512526,6.6818634041321685,57.162183191979416,15.715737011230535,Loamy,Zaid,Rice
18.662801097668535,18.087121245737514,50.67357787617514,6.211034076895987,55.34341522890341,34.12375203986835,Silty,Rabi,Rice
58.4312108336835,41.12313963761067,72.02159903055644,7.232278587554143,80.80509765719047,32.75978392904223,Clayey,Zaid,Rice
71.92639754541757,8.61055967894425,39.43044685601151,6.113270103060476,82.93745904584858,16.95735844588738,Silty,Kharif,Rice
18.29014434571458,19.09668163219404,51.058783336872246,7.115005730798927,56.4676866226217,33.25984419731024,Silty,Rabi,Rice
96.19941264822778,35.04786558859202,55.83852582471187,6.882294543495623,87.14391644725202,24.943623870170626,Loamy,Kharif,Rice
98.4715281548108,19.25599933517833,56.255628309331115,6.674950615529601,54.619473170120834,21.752666856570364,Clayey,Zaid,Rice
45.31327936572796,11.037713211229132,67.43012855524879,7.017574558073095,85.78983957938397,25.325300031126357,Clayey,Rabi,Rice
45.261667836984394,12.248571733248884,66.7468190299676,6.268911228043417,86.98700648142045,25.26382884405116,Clayey,Rabi,Rice
85.33553382662257,44.243487408796895,20.589720097719766,7.943548302386596,66.30399556427801,27.90886113684722,Silty,Kharif,Rice
98.08971770324776,18.148572347467542,10.910844126565726,7.095135895093597,50.41609915051238,30.988115486138867,Silty,Kharif,Rice
56.06510179289794,12.512487763679484,45.57394595554538,7.24188367438604,59.80736338299583,25.179208011426983,Clayey,Kharif,Rice
24.96117110948119,27.155734931362904,31.47864542274627,7.3432999932396426,87.30239252156673,29.310033815634167,Clayey,Zaid,Rice
59.53448110307497,8.99854979781238,53.14141540647528,6.4641590354880725,67.23466634631971,26.369814514246098,Loamy,Rabi,Rice
59.71250847173695,9.542999690895899,53.58129558846679,5.001808837176689,67.57617603549572,25.83464140452549,Loamy,Rabi,Rice
96.44042102907652,31.185954591193383,26.769568235478392,7.041300734784884,71.59337759465275,18.065845033669387,Loamy,Zaid,Rice
45.83600845327804,12.181195497238017,67.19694475875698,6.858696252302847,86.37784138088581,25.25193601850849,Clayey,Rabi,Rice
58.30948714395026,40.993516372476954,71.7854473585148,7.571718394346559,81.37396828949514,33.12463773029762,Clayey,Zaid,Rice
43.4525807783037,45.123022215085875,16.20102917675303,6.2907435426462905,80.26325479132657,22.813348674727248,Clayey,Zaid,Pistachios
10.272130982240586,21.98537861326455,28.148664907288246,6.274937174360275,65.62954406385978,19.812337873682765,Loamy,Rabi,Pistachios
49.64687268053261,8.267467952927213,72.46133712952994,6.617607854486686,66.51609102203004,31.733642748560616,Loamy,Kharif,Pistachios
99.5557726804856,6.633906035422645,51.77534193896685,5.473971506057696,67.8261021265287,17.77825478172533,Loamy,Rabi,Pistachios
46.58940043667881,25.447327797296172,56.633431263464225,7.284201823357275,57.97080415323376,28.966273939809106,Clayey,Rabi,Pistachios
40.41340176703783,28.777020718607165,66.3718088322949,6.928952437525622,78.98609705982877,21.355715769201385,Clayey,Zaid,Pistachios
62.991526900475,5.754003127275435,68.33336881707916,5.769648875930163,68.6770063161331,18.720630734561265,Loamy,Rabi,Pistachios
58.797295741614064,35.28036864113396,17.40414043379809,6.49846906609895,70.23988489336962,19.471051778942904,Clayey,Rabi,Pistachios
29.835615833800638,42.07348262600411,73.65980809492295,7.292606891460547,69.00598609898628,29.811191540564025,Loamy,Rabi,Pistachios
21.640437217534334,13.859805895876434,42.42992419625734,6.445481471116702,68.68180072543933,24.75953644748897,Silty,Kharif,Pistachios
55.75039957435609,10.581045474115797,26.16067298840107,5.863152138193861,69.77726343907908,31.475696838703453,Loamy,Kharif,Pistachios
25.09722738470825,34.801659340145115,69.8611144454773,5.902654109383094,78.61306149755934,34.65319311055415,Clayey,Kharif,Pistachios
29.383573230766345,43.985666545549876,74.62097398969755,7.21237434002555,70.27012482533338,28.97678122793953,Loamy,Rabi,Pistachios
68.93617284419241,20.76410743107794,67.40257850728503,5.643205956813234,80.09583275202225,24.48878799417471,Loamy,Rabi,Pistachios
47.19927951557376,11.475563780031589,36.343135028597956,6.637860333341477,58.79272262055867,24.220414712395176,Loamy,Kharif,Pistachios
81.0002669349301,18.584806968644976,25.58601437685938,8.052044678922847,54.3581928299169,20.194610376370143,Silty,Rabi,Pistachios
58.5299016469536,17.50771407640751,33.0273783998053,5.996924884156387,76.33837022612316,23.426803983441104,Silty,Zaid,Pistachios
29.568369018924834,42.73128720908741,74.22137715963504,6.645299759816,69.04583908151476,28.896802766344777,Loamy,Rabi,Pistachios
47.90122747083967,11.1269844053566,35.534106132443995,6.673027445535879,59.257392944351345,25.012530883062233,Loamy,Kharif,Pistachios
24.10298856486166,34.86223305480853,69.10367147129259,5.80886398973077,78.11305047554272,34.28687866906517,Clayey,Kharif,Pistachios
47.01801222245879,10.696676105126777,35.832881447096646,7.590840113825373,58.767620798050906,23.702751436003552,Loamy,Kharif,Pistachios
64.16960904641599,5.671644082002399,68.81905165383763,5.156068000925149,68.83252692608976,19.256185879153033,Loamy,Rabi,Pistachios
20.53720511961571,15.040469333757034,41.40560405740807,6.927430569600684,69.04118470122835,25.704395667055056,Silty,Kharif,Pistachios
29.19723239722823,26.487784403737916,42.3706689583599,5.111846886112613,77.46331858736309,24.02914373453771,Silty,Zaid,Pistachios
20.43710846835502,46.1133997494654,57.65848417475614,7.673342013101647,66.86530801367527,29.254764787074787,Silty,Kharif,Pistachios
49.740558029979496,41.015148768376775,66.22880466888523,6.7928794668387535,82.27161229230863,23.812123256754127,Silty,Kharif,Pistachios
56.48341910568174,11.013245634648841,25.813627541672737,6.209815141199722,68.54756033882458,31.71246610445827,Loamy,Kharif,Pistachios
11.584709697564367,22.206513388144067,28.655020912656067,6.181177097591785,65.39421882219469,19.69176609498807,Loamy,Rabi,Pistachios
24.16476458141578,35.15833306351286,68.86388662737023,4.522807144118834,78.00643308049857,34.47470792361573,Clayey,Kharif,Pistachios
59.23668099408535,35.914001101552245,18.551346547720545,5.208593510284169,70.06427580909173,19.837020656995566,Clayey,Rabi,Pistachios
40.50179867636595,28.860012060343546,66.4167281504921,7.2595608564421115,78.25132482800115,20.128960204146267,Clayey,Zaid,Pistachios
66.65122147600204,8.39633581524926,71.445773452656,5.334457223601399,70.5358014982238,16.29506630419959,Clayey,Kharif,Pistachios
40.9398639718989,27.79167881197671,66.83232055824541,6.095488224292276,78.49497158253361,21.256616109258193,Clayey,Zaid,Pistachios
29.8363002484781,26.714651447367885,42.135899100993704,6.042461995409023,77.50694876175416,23.783423260722728,Silty,Zaid,Pistachios
42.89829450553176,44.652325690104135,15.690611784185393,6.852207847059162,80.45573158613009,22.716158521392295,Clayey,Zaid,Pistachios
58.9095794562035,35.3965367410122,18.518616828796272,5.379143394198311,70.89028319388488,20.417187758396103,Clayey,Rabi,Pistachios
43.067675243909214,44.78176772509704,15.24256395563802,6.805661899369533,80.13355405843532,22.154250700801942,Clayey,Zaid,Pistachios
98.59506425427483,8.367915976000685,52.9878863248683,5.972452756615288,67.80269552309194,17.41579369460427,Loamy,Rabi,Pistachios
41.94104397163076,45.178301501288054,16.341997228635726,7.3063033735877365,80.65941337684623,22.90369434613681,Clayey,Zaid,Pistachios
59.49260278933137,16.94730480656783,33.7370594568528,5.030001221143436,75.65515301761512,23.611501362552726,Silty,Zaid,Pistachios
68.66931901852547,32.02377117895403,60.318766015484364,7.280151710695339,72.03349920553885,33.988085571870016,Loamy,Zaid,Cardamom
23.609503584072623,14.472842379082033,22.76939256679804,7.346138423480698,59.627088549319765,23.14175266950481,Loamy,Kharif,Cardamom
31.51936291630199,41.71845047890671,30.60352830306454,7.851895271463304,80.06016542068262,25.144879634079757,Clayey,Kharif,Cardamom
75.49796284696185,16.14729227282373,27.139532465601587,7.005592294011681,52.581047715867754,24.728620939244465,Silty,Kharif,Cardamom
28.682235037627276,31.569510050507702,16.150983474709143,5.162147186572325,90.23499688744974,22.913008180362613,Clayey,Kharif,Cardamom
29.778101487294826,31.629697963089594,17.162911689485497,5.849334140487877,89.56284928079458,23.174951545694096,Clayey,Kharif,Cardamom
90.46494694133627,35.86518447861085,77.04021296239348,7.606400981144784,71.24385121493792,20.271840766807262,Clayey,Rabi,Cardamom
22.098891623981423,11.258323774181221,70.08011107499038,5.727024358928199,76.30388530588144,25.24492334248074,Silty,Kharif,Cardamom
23.31409109347705,14.449178468711246,23.438825122635844,7.553853709444173,59.31099240306776,22.849743967635952,Loamy,Kharif,Cardamom
74.79858573919283,17.86577166894495,26.061771737449835,6.962043184820326,52.47209817745627,25.67623809183138,Silty,Kharif,Cardamom
36.848016462630284,15.91724542606058,29.510918831008127,8.013548415210195,53.38711588805129,30.118799046037385,Clayey,Kharif,Cardamom
75.251948605588,48.38374675255246,52.64071053042198,7.819126403433698,64.14685858864247,33.766465310096024,Clayey,Kharif,Cardamom
28.97763068566446,30.741179890783062,16.170603191910015,6.688469834540052,90.3131547528819,22.853761705286058,Clayey,Kharif,Cardamom
26.249808394189657,49.437479196861226,65.95732204583506,6.6160935636077784,61.575311494115525,31.41703976708163,Loamy,Zaid,Cardamom
80.07494181070705,47.017997921509334,66.60916331590418,7.733455444085284,85.61536218948567,30.309934293768674,Clayey,Rabi,Cardamom
53.435472870827084,32.947703514791314,38.90348221095882,7.446921740440518,73.00752045512759,31.28849641575536,Loamy,Zaid,Cardamom
80.9931130652577,47.57053753643204,66.00613442044683,6.525169906926093,84.03239755516498,29.97768049051729,Clayey,Rabi,Cardamom
21.404426335411753,10.330723851868214,69.29332726563604,6.210545860523854,75.14215497603303,25.57311551504617,Silty,Kharif,Cardamom
90.88315856908147,44.6948002308178,76.03101953328583,6.642608455801066,57.50062537212846,16.673405106485717,Clayey,Kharif,Cardamom
91.17233011142112,34.813082766883774,77.27383602094966,6.99398746494118,72.71084566890929,20.711033563420216,Clayey,Rabi,Cardamom
69.38595925734516,49.3057816278983,46.27896717429228,6.968064823917909,63.974660349646726,29.189215691582287,Clayey,Rabi,Cardamom
26.949890334664786,28.79582816226287,66.23750603538352,7.1739502299618225,88.47331581682243,19.654192586844097,Loamy,Kharif,Cardamom
79.96298573706217,46.45970045300346,65.71578864732948,6.520321403972187,84.90384626561965,31.01853863856292,Clayey,Rabi,Cardamom
80.06024860193456,43.490132661702035,66.59499981929356,6.38775774177012,66.09544929515786,24.94518424896002,Silty,Rabi,Cardamom
69.4194189024382,49.395967933905645,45.75727893967959,7.813714100202851,63.65766590035116,28.94746346211942,Clayey,Rabi,Cardamom
31.056601622220416,42.64785564110008,30.66547808966207,7.403011246482739,80.81857341515804,23.834850289127225,Clayey,Kharif,Cardamom
14.944397196535363,31.373015072372915,66.02087680267266,6.250971610087973,52.82639927607265,28.357579727345147,Clayey,Kharif,Cardamom
23.215585815557723,14.520474888540909,22.35241004006915,6.502956141751014,59.41081988167427,22.868603220134773,Loamy,Kharif,Cardamom
71.77497157092067,14.025730185762445,20.457039073037503,6.841074555685227,62.44034179718636,30.139062788755293,Silty,Kharif,Cardamom
23.25401964069321,15.129411674341647,22.950351369029754,6.453671105487301,60.23546327256121,23.18701398591271,Loamy,Kharif,Cardamom
68.76593091447741,48.47060350557359,46.31140927170932,6.7823510224760035,64.20210230587355,28.494550009984632,Clayey,Rabi,Cardamom
76.51308842552118,30.54360516200713,41.50819899615822,6.065366674692448,49.890513341158,18.910938528724273,Silty,Zaid,Cardamom
75.5113851640782,15.187099176835977,37.585932398956786,6.10393513817688,71.67348395240553,30.643634122718144,Silty,Zaid,Cardamom
26.8038912485677,28.87483962692425,66.30257023393054,6.8638649623497745,87.93360945065214,19.350478759007657,Loamy,Kharif,Cardamom
75.37098833677848,17.487661501355394,26.580093012536672,8.068600860990319,52.01508811507357,24.81984779192769,Silty,Kharif,Cardamom
69.4483041063368,48.017575714573546,47.20854679195708,7.00094380382189,63.71593167418152,29.179548016221492,Clayey,Rabi,Cardamom
90.07970662491657,44.82778977575939,76.466704800376,6.978175487465296,56.941952418326025,16.226044695827124,Clayey,Kharif,Cardamom
36.36130609249161,15.955163842878298,29.71425727941768,7.870788071512333,54.10798344484018,30.14930136239487,Clayey,Kharif,Cardamom
69.15635462523271,32.58220438291372,66.55527561764569,6.916313513504699,59.22151865797862,29.30112199881776,Clayey,Kharif,Cardamom
25.354886002891618,29.14871240796951,65.98626416430963,6.284736249520263,87.71561292174678,19.294525211993044,Loamy,Kharif,Cardamom
53.31255912872962,44.58195984506527,44.13636766443016,6.963431158493452,87.4241294357997,22.636803078555975,Clayey,Rabi,Cinnamon
40.93509750592041,26.905600200280514,71.66116292189115,5.443701161329674,84.73842480039667,16.201819729619857,Clayey,Rabi,Cinnamon
77.00508466384599,20.52157737482468,21.794533134337506,6.433486973372052,53.162775214421515,30.243823048025448,Clayey,Kharif,Cinnamon
87.16466626765559,27.636037761357436,77.16339047109136,5.664887182106595,86.762270872404,30.15347744252389,Loamy,Kharif,Cinnamon
85.64167604307133,37.14660349686557,63.44986703350718,7.183924595525842,65.58529254882458,31.313930901725573,Clayey,Zaid,Cinnamon
36.90465894795933,45.75234332697043,31.913462017080032,6.131258823112955,73.75719949626098,26.261736496505478,Loamy,Zaid,Cinnamon
52.12199550337529,28.546598869692566,53.62018332522931,4.800330098062867,52.50070772941848,31.766446209302977,Silty,Rabi,Cinnamon
82.12499403195197,25.133123260474775,20.121127117408612,4.846725952242357,52.13692428758113,25.586617023420285,Silty,Zaid,Cinnamon
15.504779537142124,9.319584976647668,62.49355451140181,6.48544735147341,89.03340884471133,21.990256673790483,Loamy,Kharif,Cinnamon
42.30746255485379,9.22651746037507,31.800601109355085,5.98643797415334,89.71101072396534,30.36650225978799,Clayey,Rabi,Cinnamon
30.764891736761548,5.087368403935428,57.310705582068636,6.6121671840736465,82.59820725105901,25.339749644173157,Silty,Kharif,Cinnamon
13.901170304659043,42.23000748872376,36.70399707124408,5.95502985178484,50.35629498732579,27.181584458877655,Clayey,Rabi,Cinnamon
70.70193931605733,13.945603247277248,14.47507736639803,7.936952197813485,63.55589624969475,31.667382550431793,Loamy,Rabi,Cinnamon
14.257881704064674,17.812704338165613,26.74711952581731,5.955188313764775,54.21679626603099,15.846096859943126,Silty,Kharif,Cinnamon
23.107535024431996,30.34454758371072,66.68022220559408,5.363997673772126,76.1746271892209,21.032540921891776,Silty,Rabi,Cinnamon
31.972623657014445,5.186379777676805,57.27217982195647,5.804772092163009,82.73721104512224,24.807583235660694,Silty,Kharif,Cinnamon
40.22337465601557,26.014177494398986,71.32790480440963,5.525893133280611,83.60253500711039,15.420927770449527,Clayey,Rabi,Cinnamon
23.908911807229078,31.254145198557165,66.76133222379592,5.617539571545624,77.08667499777461,21.526450342457057,Silty,Rabi,Cinnamon
39.10351150794749,41.77450617460311,16.891116398732812,6.168135191539933,85.99376336265806,18.311855142916226,Silty,Kharif,Cinnamon
13.849150799228575,42.068581314412434,37.76897105552786,6.57048413642399,50.85968060572892,27.546236662003924,Clayey,Rabi,Cinnamon
51.89496173250881,28.870930316267277,53.202976358660145,6.0659714333868235,52.242650972571184,30.23094341469668,Silty,Rabi,Cinnamon
10.98038648318322,38.752208657778354,77.1846369282672,7.294778474091976,86.11227913500755,31.857244014212878,Clayey,Rabi,Cinnamon
15.846407905485435,9.396897516969823,62.20291640705673,4.986947084579969,88.9376317552257,22.633275887702446,Loamy,Kharif,Cinnamon
80.08773522321952,9.56958378277072,71.46673903357481,8.017991265195029,52.08041066854832,32.72188246433144,Silty,Zaid,Cinnamon
14.318257080535409,5.727777206200332,20.89925831878734,5.513764301261939,84.88373700407504,26.42069257377884,Silty,Rabi,Cinnamon
31.99331673765937,29.818592010943732,14.243448141517053,5.750494485960278,76.67223997587669,32.57427269898245,Clayey,Zaid,Cinnamon
23.73292397774434,31.11407043499301,67.64268316484802,5.84503400030682,77.34451242897376,21.879693016671514,Silty,Rabi,Cinnamon
37.79791989207665,10.717984114012248,51.95935649598646,6.62224426628909,88.7080716434836,18.88890859833756,Loamy,Rabi,Cinnamon
43.085250203584074,9.5971802755853,30.288989426052524,6.187731471885718,89.5685207071082,29.303597619335065,Clayey,Rabi,Cinnamon
53.311700006967044,45.89856996964342,44.31507586514989,8.208189353485967,87.92422329119171,22.797760480898056,Clayey,Rabi,Cinnamon
42.68917007214878,8.713922657189524,29.81740043312549,6.235290981120208,89.00483149001329,29.42375258258797,Clayey,Rabi,Cinnamon
44.10017878982003,9.25707410182714,31.040628306581883,5.308073976766896,89.6938026997071,30.024739393016908,Clayey,Rabi,Cinnamon
86.40386082772692,45.10729669905302,46.87380851029337,6.268790648683011,62.647857135185234,32.1000682597433,Loamy,Rabi,Cinnamon
41.37696269760003,27.511590371275016,69.5336430131832,6.884208051342971,55.725082777407806,17.549698171209464,Clayey,Rabi,Cinnamon
14.73537181544647,5.5376239451978275,20.7494557271988,6.024293117251609,84.6080268953289,27.14252757664132,Silty,Rabi,Cinnamon
10.140434789560379,37.65855168558324,77.01079153412407,7.877616019412427,85.5554808749842,31.470936730540284,Clayey,Rabi,Cinnamon
14.843847116476951,8.166234945520108,62.885099888357004,6.410616636071211,89.31431292132456,23.228794625628268,Loamy,Kharif,Cinnamon
41.08620368516777,26.540075549526684,71.76367118584011,5.6041539345313485,84.03204644803863,15.98290614032752,Clayey,Rabi,Cinnamon
16.376215782724437,9.197160565043509,62.423214927124,5.925936926273788,88.02713293195586,22.747608001601076,Loamy,Kharif,Cinnamon
14.368675172050335,41.84761856134132,37.76708484523142,6.043541645228328,50.9430887578847,27.953310551325554,Clayey,Rabi,Cinnamon
68.78019877052782,28.453145486869253,61.24081023985634,6.9054058508980445,71.7944746818912,18.039699703552444,Loamy,Kharif,Ginger
100.17674567201341,28.01401410775513,41.835977655909744,5.509260638683127,80.37267467641355,28.77073162297308,Silty,Kharif,Ginger
53.96832566828085,32.89210389608059,16.322265276932274,6.201457038344316,84.27691161330762,16.59676873131708,Clayey,Zaid,Ginger
64.53393474500965,15.781465369660781,71.50603147045065,6.0635740039203165,70.8574898559534,34.7546373765716,Clayey,Kharif,Ginger
52.80720858617924,44.73084605718397,28.615503712252515,6.583976137458198,67.51589774505614,21.48382916387521,Silty,Zaid,Ginger
68.7408508367305,21.89039541934813,41.10015652120219,5.520401755569177,71.60354007892064,25.88675442058612,Clayey,Kharif,Ginger
